danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.721,0.484,11,-9.036,1,0.111,0.0021,0.563,0.559,0.365,127.998
0.551,0.499,2,-10.303,0,0.0293,0.00652,4.27e-06,0.424,0.3,140.031
0.386,0.36,0,-10.422,1,0.032,0.827,0.366,0.0898,0.0495,114.826
0.634,0.715,7,-9.953,1,0.271,0.0354,1.69e-05,0.09,0.63,75.06
0.855,0.239,9,-12.189,0,0.171,0.99,0.873,0.121,0.743,119.973
0.315,0.979,11,-6.346,0,0.144,0.00621,0.914,0.272,0.402,104.465
0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053
0.509,0.31,9,-10.623,1,0.0313,0.959,0.229,0.0963,0.151,137.474
0.409,0.223,10,-13.886,1,0.0296,0.947,0.0123,0.0635,0.173,89.877
0.233,0.15,1,-11.736,1,0.0336,0.982,0.36,0.154,0.0875,143.887
0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445
0.556,0.261,4,-11.668,1,0.0289,0.797,0.016,0.0893,0.219,110.841
0.296,0.284,10,-14.01,0,0.033,0.968,0.189,0.0961,0.0917,114.786
0.392,0.433,5,-13.313,1,0.0364,0.92,0.646,0.0937,0.0432,100.253
0.567,0.131,1,-14.124,1,0.029,0.888,0.0553,0.158,0.0657,104.784
0.354,0.311,3,-10.377,1,0.0321,0.965,0.0315,0.204,0.135,146.631
0.734,0.674,7,-7.714,1,0.0543,0.417,0.0,0.356,0.387,130.042
0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94
0.59,0.727,6,-7.955,1,0.0706,0.0259,6.48e-05,0.0827,0.356,121.966
0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885
0.533,0.553,7,-6.486,1,0.0296,0.498,0.0,0.0911,0.391,102.043
0.716,0.496,3,-5.989,0,0.0588,0.514,0.0,0.109,0.559,113.015
0.62,0.634,11,-5.098,1,0.0836,0.257,0.0,0.0875,0.373,139.968
0.554,0.716,0,-4.334,1,0.0717,0.37,0.0,0.0919,0.664,89.873
0.765,0.582,0,-4.528,1,0.12,0.245,8.21e-05,0.154,0.36,132.992
0.557,0.387,0,-8.566,1,0.0998,0.411,0.0,0.197,0.337,149.899
0.654,0.584,5,-8.95,0,0.0557,0.536,3.37e-05,0.136,0.468,119.896
0.246,0.242,8,-22.593,1,0.0694,0.864,0.953,0.11,0.0333,121.456
0.25,0.277,1,-25.268,1,0.0528,0.909,0.899,0.112,0.12,133.329
0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526
0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948
0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028
0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999
0.918,0.734,11,-2.832,0,0.269,0.0296,8.01e-06,0.191,0.608,97.044
0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97
0.792,0.701,6,-7.198,0,0.283,0.105,0.0,0.761,0.251,103.89
0.746,0.978,9,-5.324,1,0.0978,0.0555,4.11e-05,0.026,0.653,153.809
0.749,0.856,2,-5.833,1,0.235,0.107,0.0,0.745,0.402,103.773
0.857,0.764,1,-6.304,1,0.246,0.0398,0.0,0.425,0.578,93.071
